Name,Score,Genres,English name,Type,Month Aired,Season,Episodes,Duracion,Rating,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped
Eien no Hou,5.41,"['Sci-Fi', 'Fantasy']",The Laws of Eternity,Movie,Sep,Fall,1,113,G,10392,1034,2,40,486,16,49
Toriko: Jump Super Anime Tour 2009 Special,7.04,"['Action', 'Super Power', 'Adventure', 'Comedy', 'Shounen']",Toriko: Jump Super Anime Tour 2009 Special,Special,Oct,Fall,1,27,PG,5746,6776,11,265,4523,139,157
Marine Snow no Densetsu,6.51,['Sci-Fi'],The Legend of Marine Snow,Special,Aug,Summer,1,94,G,12229,478,0,20,145,16,34
Gintama: Shiroyasha Koutan,8.34,"['Action', 'Sci-Fi', 'Comedy', 'Historical', 'Parody']",Gintama: Shiroyasha Koutan,Special,Sep,Fall,1,10,PG,2176,53216,99,1028,38625,444,366
Mudazumo Naki Kaikaku: The Legend of Koizumi,6.94,"['Comedy', 'Game', 'Parody', 'Seinen']",Mudazumo Naki Kaikaku: The Legend of Koizumi,OVA,Feb,Winter,3,8,R,4594,11788,25,416,6903,284,275
Uchurei!,5.68,"['Comedy', 'Sci-Fi', 'Slice of Life']",Uchurei!,TV,Aug,Summer,12,3,PG,10162,1134,0,71,581,47,169
Bakemonogatari Recap,7.31,"['Mystery', 'Romance', 'Supernatural']",Bakemonogatari Recap,Special,Aug,Summer,1,24,R,2393,44814,58,712,33237,429,516
Aos,3.69,"['Fantasy', 'Dementia']",Aos,Movie,Other,Other,1,9,R,8820,1998,1,13,1599,14,57
Yu☆Gi☆Oh! Movie: Chou Yuugou! Toki wo Koeta Kizuna,7.13,"['Game', 'Adventure', 'Shounen']",Yu-Gi-Oh! 3D:Bonds Beyond Time,Movie,Jan,Winter,1,49,PG,2642,37213,74,329,32220,187,175
Ningen Doubutsuen,2.77,['Dementia'],Clap Vocalism,Movie,Other,Other,1,2,PG,7645,3213,1,23,2818,18,49
Kara no Kyoukai 8: Shuushou,7.21,['Mystery'],the Garden of sinners Chapter 8:The Final Chapter,Special,Feb,Winter,1,33,PG,1557,87956,165,1518,60363,887,404
Working!!,7.7,"['Comedy', 'Romance', 'Seinen', 'Slice of Life']",Wagnaria!!,TV,Apr,Spring,13,24,PG,375,357762,2378,14989,222098,10112,10575
Hyakko Extra,6.77,['Comedy'],Hyakko Extra,OVA,Oct,Fall,1,9,PG,5026,9431,5,113,7439,95,60
GA: Geijutsuka Art Design Class: Aozora ga Kakitai,7.09,"['Slice of Life', 'Comedy', 'School', 'Seinen']",GA: Geijutsuka Art Design Class: Aozora ga Kakitai,OVA,Apr,Spring,1,24,PG,6921,4238,2,51,2913,50,57
Yuu☆Yuu☆Hakusho Picture Drama,6.62,"['Action', 'Martial Arts', 'Comedy', 'Demons', 'Shounen']",Yuu☆Yuu☆Hakusho Picture Drama,Special,Oct,Fall,1,6,PG,5167,8729,11,178,5408,138,125
Kaiketsu Zorori: Mahoutsukai no Deshi/Dai Kaizoku no Takara Sagashi,6.21,"['Adventure', 'Comedy']",Kaiketsu Zorori Movie,Movie,Jul,Summer,1,53,G,12678,401,1,19,202,9,37
Choujin Sentai Baratack,6.25,"['Sci-Fi', 'Adventure', 'Mecha']",Choujin Sentai Baratack,TV,Jul,Summer,31,25,PG,11272,706,3,42,200,39,92
Gegege no Kitarou (1971),6.45,"['Adventure', 'Super Power', 'Demons', 'Supernatural']",Gegege no Kitarou (1971),TV,Oct,Fall,45,25,G,9172,1743,3,90,487,99,153
Senkou no Night Raid,6.88,"['Action', 'Military', 'Historical', 'Super Power']",Night Raid 1931,TV,Apr,Spring,13,23,R,2568,39555,50,2896,12178,2682,3510
Seikimatsu Occult Gakuin,7.07,"['Sci-Fi', 'Mystery', 'Comedy', 'Supernatural', 'School']",Occult Academy,TV,Jul,Summer,13,24,R,1529,90253,192,5100,46937,3735,5171
Koro no Dai Sanpo,6.5,['Adventure'],Koro's Big Day Out,Special,Oct,Fall,1,14,G,8413,2390,2,77,419,83,74
Kyoufu Densetsu Kaiki! Frankenstein,5.54,"['Sci-Fi', 'Horror', 'Drama']",The Monster Of Frankenstein,Special,Jul,Summer,1,111,R,9864,1319,4,40,664,17,46
Shukufuku no Campanella,6.31,"['Adventure', 'Fantasy', 'Harem', 'Magic']",Blessing of the Campanella,TV,Jul,Summer,12,24,R,3124,27495,25,2069,12633,1370,2738
Kaidan Restaurant,7.27,"['Horror', 'Kids', 'Mystery', 'Supernatural']",Kaidan Restaurant,TV,Oct,Fall,23,19,PG,4317,13762,47,956,4837,875,1189
Super Zugan,6.51,"['Game', 'Comedy', 'Shounen']",Super Zugan,TV,Oct,Fall,21,25,PG,12397,448,3,28,103,20,58
Hidamari Sketch x 365 Specials,7.75,"['Slice of Life', 'Comedy', 'School', 'Seinen']",Hidamari Sketch x 365 Specials,Special,Mar,Spring,3,24,PG,4161,14930,11,222,11013,193,147
Buddha Saitan,5.95,"['Psychological', 'Supernatural', 'Romance']",The Rebirth of Buddha,Movie,Oct,Fall,1,115,PG,6114,5776,7,123,3251,72,134
Aki-Sora,5.99,"['Ecchi', 'Romance', 'Seinen']",Aki Sora,OVA,Dec,Winter,1,21,R,1445,95907,273,2511,75887,992,1703
Doraemon Movie 30: Nobita no Ningyo Daikaisen,7.14,"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Shounen']",Doraemon Movie 30: Nobita no Ningyo Daikaisen,Movie,Mar,Spring,1,99,PG,7494,3413,2,37,2765,32,87
Uchuu Ace,6.51,"['Action', 'Adventure', 'Sci-Fi']",Space Ace,TV,May,Spring,52,25,G,12156,492,2,29,119,32,114
Hoshi ni Negai wo: Fantastic Cat,6.11,"['Adventure', 'Sci-Fi']",Hoshi ni Negai wo: Fantastic Cat,ONA,Aug,Summer,1,39,PG,9361,1618,0,36,888,28,29
Koneko no Rakugaki,5.82,['Comedy'],Koneko no Rakugaki,Movie,May,Spring,1,13,G,9779,1377,0,25,1013,8,49
Koneko no Studio,6.07,['Comedy'],Kitty's Studio,Movie,Apr,Spring,1,16,G,10301,1075,0,30,665,10,52
Tennis no Ouji-sama: Another Story - Kako to Mirai no Message Specials,7.14,"['Comedy', 'Sports']",Prince of Tennis:Another Story - Messages From Past and Future OVA Bonus,Special,May,Spring,2,3,PG,6165,5614,15,76,4014,77,91
Shin Calimero,6.21,['Comedy'],Calimero (1992),TV,Oct,Fall,52,21,G,9151,1765,1,40,1284,53,188
Tezuka Osamu no Buddha: Akai Sabaku yo! Utsukushiku,7.0,"['Drama', 'Historical', 'Military', 'Supernatural']",Buddha:The Great Departure,Movie,May,Spring,1,111,R,5425,7707,18,210,3392,126,79
Senjou no Valkyria: SenVal Theater,6.8,['Comedy'],Valkyria Chronicles:Theater,Special,Aug,Summer,9,3,PG,4797,10625,6,407,6284,342,272
K-On!: Ura-On!,6.33,['Comedy'],K-On!:Ura-On!,Special,Jul,Summer,7,2,G,2212,52084,77,1220,39460,942,1168
Fashion,4.41,"['Comedy', 'Dementia']",Fashion,Movie,Other,Other,1,4,G,11385,672,2,9,487,7,40
Ni-hiki no Sanma,5.0,['Comedy'],Ni-hiki no Sanma,Movie,Other,Other,1,22,G,11572,628,0,11,466,8,34
G-senjou no Higeki,3.61,"['Comedy', 'Dementia']",G-senjou no Higeki,Movie,Other,Other,1,9,PG,10386,1028,1,10,807,7,44
Heya,4.01,"['Comedy', 'Dementia']",Heya,Movie,Other,Other,1,4,R,9739,1397,1,9,1178,7,41
Kiseichuu no Ichiya,5.11,"['Dementia', 'Horror']",Kiseichuu no Ichiya,Movie,Other,Other,1,9,R,8830,1993,10,23,1503,13,47
Mado,4.8,['Comedy'],Mado,Movie,Other,Other,1,5,G,10963,802,0,12,637,6,33
Manga,4.67,['Comedy'],Manga,Movie,Other,Other,1,7,G,10705,897,1,17,685,7,37
Pop,3.79,['Comedy'],Pop,Movie,Other,Other,1,2,G,10445,1016,1,10,839,4,40
Tonari no Yarou,4.64,['Comedy'],The Man Next Door,Movie,Other,Other,1,9,G,10819,851,0,15,609,10,38
Kemeko no Love,4.43,['Comedy'],Kemeko no Love,Movie,Other,Other,1,3,PG,10053,1202,1,14,978,5,43
Satsujinkyou Jidai,4.73,['Fantasy'],Au Fou!,Movie,Other,Other,1,13,PG,10525,973,1,8,747,12,39
Kitte no Gensou,5.07,['Comedy'],Kitte no Gensou,Movie,Other,Other,1,6,G,11151,750,0,10,589,7,35
Seto no Hanayome OVA Specials,7.43,"['Comedy', 'Parody', 'School']",Seto no Hanayome OVA Extras,Special,Nov,Fall,2,1,PG,4734,11011,2,253,6941,187,150
Zan Sayonara Zetsubou Sensei Bangaichi,7.8,"['Comedy', 'Parody', 'School', 'Shounen']",Zan Sayonara Zetsubou Sensei Bangaichi,OVA,Nov,Fall,2,26,R,2765,34521,38,745,20297,496,246
Doraemon Movie 21: Nobita no Taiyou Ou Densetsu,7.28,"['Adventure', 'Comedy', 'Fantasy', 'Historical', 'Kids', 'Shounen']",Doraemon the Movie:Nobita's the Legend of the Sun King,Movie,Mar,Spring,1,91,PG,6146,5725,3,49,5116,36,92
Crush Gear Nitro,6.3,"['Cars', 'Shounen', 'Sports']",Crush Gear Nitro,TV,Feb,Winter,50,23,PG,9943,1264,4,51,696,45,137
Shinshuu Sudama-hen,6.51,"['Action', 'Martial Arts', 'Samurai', 'Historical', 'Seinen']",Shinshuu Sudama-hen,OVA,Oct,Fall,4,28,R,11816,570,0,29,107,10,54
Kaichou wa Maid-sama!,8.06,"['Comedy', 'Romance', 'School', 'Shoujo']",Maid Sama!,TV,Apr,Spring,26,24,PG,90,883462,20397,41284,665028,23351,24711
Uragiri wa Boku no Namae wo Shitteiru,7.26,"['Adventure', 'Drama', 'Fantasy', 'Shoujo', 'Shounen Ai']",The Betrayal Knows My Name,TV,Apr,Spring,24,23,R,1622,82844,1030,5730,39669,4285,5599
Black★Rock Shooter (OVA),7.12,"['Action', 'Slice of Life', 'Drama', 'School']",Black★Rock Shooter (OVA),OVA,Jul,Summer,1,52,PG,916,161876,911,1537,137332,849,833
Ring of Gundam,5.25,"['Sci-Fi', 'Space', 'Mecha']",Ring of Gundam,Special,Aug,Summer,1,5,G,7047,4066,5,63,2577,54,94
Hidamari Sketch x ☆☆☆,7.93,"['Slice of Life', 'Comedy', 'School', 'Seinen']",Hidamari Sketch x ☆☆☆,TV,Jan,Winter,12,24,PG,3383,23389,143,744,14798,579,414
Mahoromatic: Tadaima Okaeri,7.08,"['Sci-Fi', 'Comedy', 'Romance', 'Ecchi']",Mahoromatic:I'm Home!,Special,Oct,Fall,2,24,R,5297,8252,5,211,5382,141,119
Shoujouji no Tanuki-bayashi,4.92,['Kids'],Belly Drum Dance at Shojoji Temple,Movie,Other,Other,1,1,G,11066,764,0,12,630,4,41
Ookamikakushi,6.34,"['Action', 'Mystery', 'Horror', 'Supernatural']",Okamikakushi:Masque of the Wolf,TV,Jan,Winter,12,24,PG,1869,66271,91,3164,34974,2396,4464
Danball Senki,7.02,"['Action', 'Kids', 'Mecha']",LBX:Little Battlers eXperience,TV,Mar,Spring,44,23,G,5597,7206,42,481,3886,371,450
Shugo Chara! Party!,6.62,"['Comedy', 'Magic', 'School', 'Shoujo']",Shugo Chara! Party!,TV,Oct,Fall,25,21,PG,1972,61590,278,1785,43498,1654,4066
Hakushaku to Yousei Specials,6.42,"['Adventure', 'Fantasy', 'Magic', 'Historical']",Hakushaku to Yousei Specials,Special,Dec,Winter,6,3,PG,5445,7685,7,223,3896,161,165
Ichiban Ushiro no Daimaou,6.89,"['Action', 'Harem', 'Comedy', 'Magic', 'Ecchi', 'Fantasy', 'School']",Demon King Daimao,TV,Apr,Spring,12,23,R,333,400743,1198,13870,319770,6044,10167
Madou King Granzort: Saigo no Magical Taisen,6.37,"['Action', 'Sci-Fi', 'Comedy', 'Magic', 'Fantasy', 'Mecha', 'Shounen']",Madou King Granzort: Saigo no Magical Taisen,OVA,Aug,Summer,2,25,G,12681,398,1,20,169,9,33
Shoujo Fight: Norainu-tachi no Odekake,6.51,"['Sports', 'Comedy', 'School', 'Seinen']",Shoujo Fight: Norainu-tachi no Odekake,OVA,Oct,Fall,1,30,PG,11467,654,1,42,101,16,51
Miracle☆Train: Oedo-sen e Youkoso,6.52,"['Fantasy', 'Shoujo']",Miracle Train:Welcome to the Oedo Line,TV,Oct,Fall,13,23,PG,3869,17618,41,1051,7567,1036,2503
Ougon Senshi Gold Lightan,6.07,"['Action', 'Sci-Fi', 'Adventure', 'Mecha']",Golden Warrior:The Gold Lightan,TV,Mar,Spring,52,25,PG,11009,789,3,69,190,54,92
Shikabane Hime: Puchitto,6.19,['Comedy'],Shikabane Hime: Puchitto,Special,Aug,Summer,1,3,PG,6879,4303,2,75,2452,69,79
Gyouten Ningen Batsealer,6.51,"['Action', 'Adventure', 'Fantasy', 'Magic']",Captain Fatz and the Seamorphs,TV,Apr,Spring,52,25,PG,12491,434,3,30,158,23,64
Ginga Tetsudou no Yoru: Fantasy Railroad in the Stars,6.33,"['Drama', 'Fantasy', 'Mystery']",Ginga Tetsudou no Yoru: Fantasy Railroad in the Stars,Movie,Jun,Summer,1,48,G,9351,1640,4,50,533,37,46
30th Gundam Perfect Mission,6.86,"['Mecha', 'Sci-Fi']",30th Gundam Perfect Mission,OVA,Aug,Summer,1,2,G,6025,5966,13,93,4529,40,123
Pika Don,6.29,"['Drama', 'Historical']",Pika Don,Movie,Other,Other,1,9,G,11085,766,0,15,485,8,36
Dai Yamato Zero-gou,5.75,"['Sci-Fi', 'Space']",Great Yamato No. 0,OVA,Mar,Spring,5,45,PG,10136,1154,2,39,305,48,70
Madou King Granzort: Bouken-hen,6.19,"['Action', 'Sci-Fi', 'Comedy', 'Magic', 'Fantasy', 'Mecha', 'Shounen']",Madou King Granzort: Bouken-hen,OVA,Mar,Spring,3,25,G,12904,365,1,15,161,7,32
Mahou Sensei Negima! Movie: Anime Final,6.78,"['Adventure', 'Supernatural', 'Magic']",Mahou Sensei Negima! Movie: Anime Final,Movie,Aug,Summer,1,84,PG,3825,17959,24,645,8510,329,205
Gdleen,5.78,"['Fantasy', 'Sci-Fi']",Gdleen,OVA,Mar,Spring,1,45,R,10622,928,0,30,507,14,34
Uchuu Senkan Yamato: Fukkatsu-hen,7.02,"['Action', 'Military', 'Adventure', 'Space', 'Drama']",Uchuu Senkan Yamato: Fukkatsu-hen,Movie,Dec,Winter,1,135,PG,7495,3440,5,101,1588,70,64
Ladies versus Butlers!,6.64,"['Harem', 'Comedy', 'Romance', 'Ecchi', 'School']",Ladies versus Butlers!,TV,Jan,Winter,12,24,R,864,173270,239,7421,120376,3585,6161
Anyamal Tantei Kiruminzoo,7.01,"['Magic', 'Comedy', 'Shoujo']",Anyamal Tantei Kiruminzoo,TV,Oct,Fall,50,23,G,5853,6470,40,479,1559,451,552
Arei no Kagami: Way to the Virgin Space,5.65,"['Action', 'Adventure', 'Sci-Fi', 'Space']",Arei's Mirror ~ Way to the Virgin Space,Movie,Mar,Spring,1,25,G,10037,1212,0,46,627,19,47
Dr. Slump Movie 07: Arale-chan N-cha! Penguin Mura yori Ai wo Komete,6.16,"['Comedy', 'Sci-Fi', 'Shounen']",Dr. Slump and Arale-chan:N-cha! From Penguin Village with Love,Movie,Jul,Summer,1,31,PG,10209,1112,0,27,568,22,49
Dr. Slump Movie 09: Arale-chan N-cha!! Wakuwaku Hot no Natsuyasumi,6.19,"['Comedy', 'Sci-Fi', 'Shounen']",Dr. Slump and Arale-chan:N-cha!! Excited Heart of Summer Vacation,Movie,Jul,Summer,1,20,PG,10415,1020,0,29,515,26,45
Yoroshiku Mechadock,6.3,"['Action', 'Cars', 'Comedy', 'Police', 'Sports']",What's Up Mechadoc,TV,Sep,Fall,30,23,PG,9578,1486,4,98,325,60,112
Catman Specials,5.92,"['Slice of Life', 'Fantasy', 'Comedy']",Catman Specials,Special,Oct,Fall,4,5,PG,11872,551,0,9,338,14,26
Ibarahime Mata wa Nemurihime,6.21,"['Drama', 'Historical']",Briar-Rose or The Sleeping Beauty,Movie,Other,Other,1,21,PG,10540,959,2,22,535,13,36
Kataku,6.08,"['Supernatural', 'Demons', 'Historical']",House of Flames,Movie,Other,Other,1,19,PG,8900,1953,3,55,868,32,47
Oni,6.12,"['Demons', 'Historical', 'Supernatural']",Oni,Movie,Other,Other,1,7,PG,9454,1565,3,20,1096,11,34
Usaru-san,5.99,['Kids'],Usaru-san,Special,Oct,Fall,4,2,PG,10241,1102,1,28,844,7,42
Himitsukessha Taka no Tsume Countdown,6.51,"['Comedy', 'Parody', 'Super Power']",Himitsukessha Taka no Tsume Countdown,TV,Oct,Fall,11,11,PG,12359,454,0,29,143,15,91
Cheburashka Arere?,6.46,"['Kids', 'Slice of Life', 'Comedy']",Cheburashka Arere?,TV,Oct,Fall,26,3,G,7788,3048,2,189,1509,214,487
Gokyoudai Monogatari,6.51,['Comedy'],Gokyoudai Monogatari,TV,Oct,Fall,32,19,G,12784,378,1,33,78,15,60
Kotatsu Neko (TV),6.51,['Comedy'],Table Cat,TV,Oct,Fall,26,3,G,12438,442,0,35,87,29,87
Choujikuu Romanesque Samy: Missing 99,4.66,"['Action', 'Sci-Fi']",Superdimensional Romanesque Samy:Missing 99,OVA,Jul,Summer,1,59,PG,10202,1124,4,33,531,20,42
Aoi Bungaku Series,7.74,"['Drama', 'Historical', 'Psychological', 'Seinen', 'Thriller']",Aoi Bungaku Series,TV,Oct,Fall,12,23,R,885,168859,1376,10668,57772,8972,7439
Rose O'Neill Kewpie,6.51,['Comedy'],Rose O'Neill Kewpie,TV,Dec,Winter,26,5,G,13788,274,0,21,53,6,71
Sekai Douwa Anime Zenshuu,6.51,"['Adventure', 'Kids', 'Fantasy']",My Favorite Fairy Tales,OVA,Jun,Summer,10,10,G,12757,381,4,20,147,11,43
Macross F Movie 2: Sayonara no Tsubasa,7.97,"['Action', 'Mecha', 'Military', 'Music', 'Romance', 'Sci-Fi', 'Space']",Macross F Movie 2: Sayonara no Tsubasa,Movie,Feb,Winter,1,114,PG,3347,23771,120,432,16243,235,194
Black Jack ONA,6.52,['Drama'],Black Jack ONA,ONA,Jan,Winter,12,16,PG,8530,2277,0,67,851,72,102
Hoshi ni Negai wo: Cold Body + Warm Heart,6.16,"['Adventure', 'Sci-Fi']",Hoshi ni Negai wo: Cold Body + Warm Heart,ONA,Jun,Summer,1,22,PG,9182,1747,1,36,975,23,21
Suisei,5.11,"['Comedy', 'Dementia']",Aquatic,Movie,Other,Other,1,5,G,10170,1127,0,20,854,11,31
Hyakka Zukan,5.42,['Comedy'],Japanese-English Pictionary,Movie,Other,Other,1,12,G,11270,706,0,13,493,7,27
Sekai Meisaku Douwa: Wow! Maerchen Oukoku,6.52,['Fantasy'],The World's Most Famous Tales,TV,Apr,Spring,26,24,G,11482,648,1,31,266,18,67
Naked Wolves,5.96,"['Action', 'Kids', 'Sports', 'Comedy']",Naked Wolves,TV,Apr,Spring,52,5,PG,11718,593,1,65,173,34,131
Top wo Nerae! Gunbuster Specials,5.72,"['Mecha', 'Space']",Gunbuster Renewal EX,Special,Nov,Fall,3,2,PG,6279,5382,0,111,3391,70,81
Grick no Bouken,6.05,"['Adventure', 'Kids', 'Drama', 'Fantasy']",The Enchanted Journey,Movie,Jul,Summer,1,84,G,12468,437,1,22,214,11,40
Harukanaru Toki no Naka de 3: Owarinaki Unmei,6.63,"['Action', 'Fantasy', 'Military', 'Supernatural', 'Demons', 'Historical', 'Shoujo']",Harukanaru Toki no Naka de 3: Owarinaki Unmei,Special,Jan,Winter,1,56,PG,8269,2514,2,94,1009,49,66
Hanaori,5.46,['Comedy'],The Breaking of Branches is Forbidden,Movie,Other,Other,1,13,G,11039,776,0,14,521,9,36
Shijin no Shougai,5.72,"['Drama', 'Fantasy', 'Psychological']",A Poet's Life,Movie,Jan,Winter,1,19,PG,10051,1200,1,25,711,11,52
Tabi,5.41,"['Fantasy', 'Psychological']",Tabi,Movie,Other,Other,1,12,PG,10468,1001,1,24,645,10,43
Kenju Giga,5.0,"['Parody', 'Psychological']",Anthropo-Cynical Farce,Movie,Other,Other,1,8,PG,10726,887,0,13,653,6,39
Mameshiba,7.07,['Comedy'],Mameshiba,Special,Mar,Spring,24,0,G,6679,4655,20,293,3062,244,173
Mobile Suit Gundam 00 Special Edition,7.6,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi']",Mobile Suit Gundam 00 Special Edition,OVA,Oct,Fall,3,90,PG,4863,10182,38,256,5972,160,192
Nido to Mezamenu Komori Uta,5.37,"['Dementia', 'Drama']",The Death Lullaby,Movie,Other,Other,1,27,R,9213,1732,8,49,923,17,42
TO,6.39,"['Action', 'Sci-Fi', 'Space', 'Drama', 'Seinen']",TO,OVA,Oct,Fall,2,43,PG,6453,5050,4,147,2481,92,140
Ginga Tetsudou 999: Diamond Ring no Kanata e,6.61,"['Adventure', 'Drama', 'Sci-Fi']",Galaxy Express 999:Beyond the Diamond Ring,Movie,Sep,Fall,1,16,G,9863,1319,1,45,361,48,52
Cyborg 009: Kaijuu Sensou,5.92,"['Action', 'Adventure', 'Sci-Fi']",Cyborg 009 and the Monster Wars,Movie,Mar,Spring,1,60,PG,9443,1582,2,39,785,38,80
Licca-chan Fushigi na Mahou no Ring,5.84,"['Adventure', 'Fantasy']",Licca:Mysterious Magical Ring,OVA,Aug,Summer,2,30,G,11279,705,0,29,272,19,50
Koi Tsubomi,6.31,"['Music', 'Kids', 'Fantasy']",Koi Tsubomi,Music,Feb,Winter,1,2,G,9187,1748,3,10,1476,7,25
Michi (2004),5.35,"['Music', 'Kids']",Michi (2004),Music,Apr,Spring,1,2,G,11593,623,0,7,501,3,19
Detective Conan: Black History,7.61,"['Adventure', 'Mystery', 'Comedy', 'Police', 'Shounen']",Detective Conan: Black History,Special,Dec,Winter,1,24,PG,5812,6580,8,159,4093,110,135
Detective Conan Movie 08: Time Travel of the Silver Sky,7.83,"['Adventure', 'Mystery']",Detective Conan Movie 08: Time Travel of the Silver Sky,Special,Apr,Spring,1,25,PG,4009,16313,8,274,13700,124,177
Detective Conan Movie 10: Promo Special,7.66,"['Adventure', 'Police', 'Comedy', 'Mystery', 'Shounen']",Detective Conan Movie 10: Promo Special,Special,Dec,Winter,1,23,PG,5349,8007,7,146,6089,84,171
Gegege no Kitarou (1985),6.54,"['Comedy', 'Supernatural']",Gegege no Kitarou (1985),TV,Oct,Fall,108,25,G,9172,1746,3,114,546,114,140
Mirai Shounen Conan (Movie),6.95,"['Adventure', 'Drama', 'Sci-Fi']",Future Boy Conan Movie,Movie,Sep,Fall,1,122,PG,8893,1959,5,55,801,41,75
Suzumiya Haruhi no Shoushitsu,8.65,"['Comedy', 'Mystery', 'Romance', 'School', 'Sci-Fi', 'Supernatural']",The Disappearance of Haruhi Suzumiya,Movie,Feb,Winter,1,162,PG,243,486871,11585,11330,322186,4922,3853
Yona Yona Penguin,5.84,"['Adventure', 'Fantasy', 'Kids']",Yona Yona Penguin,Movie,Sep,Fall,1,90,G,10837,842,0,25,380,16,50
Needless+: Saint Lily Gakuen no Himitsu,6.75,"['Comedy', 'Ecchi', 'School', 'Seinen']",Needless+: Saint Lily Gakuen no Himitsu,Special,Nov,Fall,12,2,PG,4198,14629,13,635,9529,537,444
Tottoko Hamtarou Movie 1: Ham-Ham Land Daibouken,6.66,"['Kids', 'Adventure', 'Comedy']",Hamtaro Movie 1:Ham Ham Land Big Adventure,Movie,Dec,Winter,1,54,PG,8493,2291,3,36,1506,25,63
Tottoko Hamtarou Movie 2: Ham-Ham Hamuuja! Maboroshi no Princess,6.64,"['Adventure', 'Comedy', 'Kids']",Tottoko Hamtarou Movie 2: Ham-Ham Hamuuja! Maboroshi no Princess,Movie,Dec,Winter,1,54,PG,9121,1776,4,26,1066,26,63
Koisuru Tenshi Angelique: Kagayaki no Ashita Special,6.71,"['Fantasy', 'Romance']",Loving Angel Angelique:Radiant Tomorrow Special,Special,Apr,Spring,1,26,PG,8947,1917,1,55,1118,38,49
Bakugan Battle Brawlers: Gundalian Invaders,6.21,"['Action', 'Adventure', 'Fantasy', 'Game', 'Shounen']",Bakugan:Gundalian Invaders,TV,May,Spring,39,24,G,2832,32746,168,663,27684,447,1206
Cyborg 009: Chou Ginga Densetsu,6.37,"['Action', 'Sci-Fi', 'Space']",Cyborg 009:Legend of the Super Galaxy,Movie,Dec,Winter,1,130,PG,8931,1919,3,69,858,45,75
"Hetalia Axis Powers Movie: Paint it, White",7.15,"['Comedy', 'Historical', 'Parody']","Hetalia Axis Powers:Paint it, White!",Movie,Jun,Summer,1,80,PG,2194,52633,320,498,42547,288,273
Darker than Black: Kuro no Keiyakusha Gaiden,7.97,"['Action', 'Mystery', 'Sci-Fi', 'Super Power']",Darker than Black: Kuro no Keiyakusha Gaiden,Special,Jan,Winter,4,24,R,664,219609,911,5047,170010,2702,1409
Chikara to Onna no Yo no Naka,6.51,['Historical'],Chikara to Onna no Yo no Naka,Movie,Apr,Spring,1,2,G,12533,427,0,18,137,15,83
Hokuto no Ken: Legend of Heroes,6.06,"['Action', 'Martial Arts']",Hokuto no Ken: Legend of Heroes,Special,Dec,Winter,1,6,PG,7656,3209,4,87,1913,49,73
Dragon Quest: Dai no Daibouken Buchiyabure!! Shinsei 6 Daishougun,6.49,"['Action', 'Adventure', 'Magic', 'Fantasy', 'Shounen']",Dragon Quest Great Adventure of Dai! Destroy!! The Reborn 6 Commanders,Movie,Jul,Summer,1,40,PG,9338,1654,2,51,768,43,53
"Boku no Chikyuu wo Mamotte: Alice kara, Rin-kun e",6.68,"['Drama', 'Romance', 'Sci-Fi', 'Shoujo']",Please Save My Earth Movie:From Alice to Rin-kun,Movie,Feb,Winter,1,100,PG,9238,1709,3,66,581,34,58
Naruto: The Cross Roads,6.82,"['Action', 'Adventure', 'Comedy', 'Shounen']",Naruto: The Cross Roads,Special,Oct,Fall,1,27,PG,2567,39591,58,539,30751,400,305
100%,5.46,['Drama'],A Hundred Percents,OVA,Sep,Fall,1,53,R,11191,735,0,28,246,31,97
Shakugan no Shana-tan S,6.9,"['Comedy', 'Parody']",Shakugan no Shana-tan S,Special,Oct,Fall,4,7,PG,3459,22363,8,757,15077,602,382
Kurumiwari Ningyou,6.03,"['Drama', 'Fantasy', 'Romance']",Nutcracker Fantasy,Movie,Mar,Spring,1,81,G,11796,573,1,21,236,15,48
Fuyu no Sonata Episode 0,6.52,"['Drama', 'Romance']",Fuyu no Sonata Episode 0,Special,Oct,Fall,1,25,PG,7066,4038,2,59,2748,43,55
Card Wang: Mix Master,6.49,"['Game', 'Adventure', 'Fantasy', 'Shounen']",Mix Master:King of Cards,TV,Oct,Fall,39,25,PG,9734,1399,5,75,731,59,110
Shuffle! Prologue,6.72,"['Fantasy', 'Magic', 'Comedy', 'Harem', 'Romance', 'School', 'Seinen']",Shuffle! Prologue,OVA,May,Spring,1,8,PG,4066,15765,4,307,10318,231,169
Sekai Meisaku Douwa,6.51,['Fantasy'],World Famous Fairy Tale Series,OVA,Nov,Fall,20,10,G,12355,460,2,17,152,14,56
Jankenman,6.14,"['Adventure', 'Super Power']",Jankenman,TV,Apr,Spring,51,25,PG,11876,554,1,25,304,13,90
Mukougaoka Chisato wa Tada Mitsumeteita no Datta,6.06,['Music'],Mukougaoka Chisato wa Tada Mitsumeteita no Datta,Music,Jun,Summer,1,5,G,9824,1342,4,10,1117,11,19
Socket,6.51,['Kids'],Socket,OVA,Nov,Fall,1,10,G,14059,253,0,10,110,5,31
